id,ballkid,captain,count,duration
1512,549,597,1,0:09:38.114374
1478,520,589,4,7:26:01.738891
1510,551,597,1,0:09:38.114374
1492,611,591,1,1:00:00
1459,618,589,1,0:57:54.302094
1477,599,589,1,1:00:00
1482,608,599,1,1:00:00
1475,588,589,5,7:58:19.372562
1452,625,581,2,7:00:00
1499,518,592,3,5:00:00
1157,635,596,2,2:51:20.856193
1484,546,585,1,1:00:00
1428,625,582,1,2:00:00
1468,595,581,1,0:34:05.104038
1455,520,581,3,5:57:29.499243
1441,625,598,2,1:31:36.355937
1491,636,597,1,1:00:00
1483,565,585,2,5:00:00
1415,634,593,2,8:00:00
1419,522,578,1,3:00:00
1422,635,578,1,4:00:00
1490,574,596,3,7:00:00
1457,581,585,1,0:57:29.499243
1394,536,593,1,2:00:00
1426,532,595,3,2:00:09.998366
1489,596,574,3,7:00:00
1456,581,589,1,0:57:29.499243
1427,529,582,1,2:00:00
1447,550,594,2,5:17:39.183728
1413,623,589,1,1:00:00
1423,564,578,2,4:34:57.786967
1429,628,582,1,1:00:00
1464,581,595,1,0:34:05.104038
1485,588,585,1,1:00:00
1453,546,581,1,0:57:29.499243
1434,628,589,1,1:00:00
1451,589,581,1,0:57:29.499243
1487,521,574,2,1:02:03.316191
1446,607,595,1,1:00:00
1436,635,575,2,3:00:00
1418,592,595,1,1:00:00
1479,634,589,2,2:00:00
1430,580,599,2,6:16:58.768705
1470,608,589,1,1:00:00
1437,563,598,1,1:00:00
1481,589,599,1,1:00:00
1450,588,581,1,0:57:29.499243
1498,637,592,1,1:00:00
1460,559,595,1,1:58:16.580527
1493,577,591,1,1:00:00
1424,565,578,1,1:00:00
1448,550,597,3,4:02:53.091720
1505,613,575,1,0:09:38.114374
1612,520,582,3,2:54:09.268070
1589,553,585,2,8:45:45.643779
1611,520,593,5,5:03:31.928241
1550,596,586,2,1:59:04.871464
1535,524,596,3,7:27:56.617563
1514,597,594,1,1:00:00
1599,553,599,2,8:45:45.643779
1564,622,575,2,2:37:02.124391
1580,595,589,2,2:25:54.895962
1445,619,597,1,1:00:00
1530,605,575,2,3:22:57.875609
1553,586,596,2,1:59:04.871464
1610,545,589,2,1:20:28.486500
1565,598,575,1,3:49:56.545870
1558,535,592,1,3:50:51.515487
1528,634,575,2,4:19:33.193199
1578,636,595,2,2:25:54.895962
1577,624,595,1,1:00:00
1567,575,594,2,2:04:13.123846
1552,598,586,2,0:49:01.417334
1573,594,590,1,3:00:00
1529,524,575,3,6:22:57.875609
1515,544,594,2,6:00:00
1516,558,599,1,2:16:58.768705
1538,605,596,2,3:57:27.607563
1524,601,581,1,1:00:00
1533,575,596,2,4:22:57.875609
1540,630,574,1,3:55:20.234071
1517,588,599,2,2:00:00
1585,602,599,1,0:25:54.650145
1586,602,585,1,0:25:54.650145
1604,588,591,1,0:34:46.584319
1568,575,598,1,3:49:56.545870
1520,535,596,1,1:00:00
1596,613,587,1,4:00:00
1554,586,598,2,0:49:01.417334
1600,623,599,2,1:40:49.734434
1595,609,587,1,3:00:00
1551,559,586,2,1:59:04.871464
1572,621,594,1,3:00:00
1593,563,587,1,3:00:00
1591,623,585,2,1:40:49.734434
1581,595,593,2,2:25:54.895962
1518,528,599,1,2:16:58.768705
1531,596,575,2,4:22:57.875609
1575,564,595,2,2:25:02.213033
1525,542,581,1,3:14:01.894316
1605,588,593,2,2:24:21.111453
1534,575,586,3,1:22:02.747073
1513,565,597,4,6:12:36.277721
1562,594,575,2,2:04:13.123846
1566,575,590,1,0:37:02.124391
1521,542,593,2,2:02:57.925814
1613,520,574,3,5:33:36.992622
1541,527,574,1,4:00:00
1602,514,599,1,4:45:45.643779
1522,545,581,1,0:10:16.256799
1546,528,582,1,2:48:17.261693
1542,517,593,1,2:00:00
1571,590,594,1,3:00:00
1601,619,599,1,4:45:45.643779
1570,622,594,2,4:27:10.999455
1594,578,587,1,4:00:00
1579,588,595,2,2:24:21.111453
1598,587,578,1,4:00:00
1545,528,590,2,2:32:13.729004
1539,627,593,1,2:00:00
1608,616,589,1,0:33:58.261109
1560,590,575,1,0:37:02.124391
1588,619,585,1,4:45:45.643779
1597,573,587,2,3:18:53.057530
1603,552,599,3,7:03:24.827507
1574,589,595,2,2:25:54.895962
1559,584,592,1,3:50:51.515487
1547,528,574,2,3:48:17.261693
1527,623,575,2,4:19:10.265566
1557,612,592,1,3:50:51.515487
1607,548,589,1,0:33:58.261109
1549,630,582,1,3:55:20.234071
1536,524,586,3,1:27:01.489027
1537,605,586,3,1:56:32.479027
1569,513,594,2,4:27:10.999455
1523,557,581,3,11:00:00
1563,562,575,1,0:37:02.124391
1582,545,591,1,3:10:56.085624
1526,623,596,2,4:19:10.265566
1519,634,599,2,1:40:26.806801
1555,527,582,1,4:00:00
1606,620,578,1,0:34:33.319152
1587,524,598,1,3:49:56.545870
1543,632,597,1,3:00:00
1576,593,595,2,2:25:54.895962
1584,603,591,1,1:00:00
1548,624,593,1,3:00:00
1532,586,575,3,1:22:02.747073
1592,546,582,1,0:58:10.661212
1609,532,589,3,5:33:58.261109
1583,626,578,2,5:06:40.706641
1561,513,575,4,6:04:15.054866
1556,611,592,1,3:50:51.515487
1694,598,594,1,1:27:10.999455
1699,609,599,1,2:08:23.723470
1662,541,589,1,0:33:58.261109
1672,580,591,2,5:00:00
1630,512,595,1,1:00:00
639,606,574,3,7:56:51.986693
1697,634,598,1,3:49:56.545870
1682,559,596,1,5:00:00
1711,573,592,1,3:00:00
1652,566,585,1,1:05:01.622409
1690,558,591,1,1:00:00
1670,580,581,1,5:00:00
1693,536,594,1,1:27:10.999455
1616,573,578,2,3:18:53.057530
1627,622,596,1,2:00:00
1678,557,595,1,0:34:05.104038
1657,571,578,1,1:00:00
1621,572,574,1,1:00:00
1649,593,582,3,2:36:26.753140
1712,592,593,1,3:00:00
1629,512,589,1,1:00:00
1680,612,596,1,1:00:00
1676,585,590,1,1:45:45.643779
1703,545,587,1,2:01:51.485207
1650,550,578,1,0:13:29.416260
1696,605,598,1,2:49:56.545870
1645,528,593,2,0:34:15.829143
1710,593,592,1,3:00:00
1705,629,575,2,4:00:00
1646,554,593,4,7:00:00
1651,566,590,1,1:05:01.622409
1671,580,595,1,0:34:05.104038
1663,541,597,1,1:00:00
1544,552,597,2,4:00:00
1625,615,574,1,1:00:00
1707,519,587,1,3:00:00
1626,580,574,1,1:00:00
1659,637,589,2,4:28:10.241603
1702,599,639,1,2:08:23.723470
1655,613,578,1,4:00:00
1620,541,591,1,1:46:52.038384
1667,607,585,1,1:45:45.643779
1614,623,598,1,3:49:56.545870
1695,594,598,1,1:27:10.999455
1684,594,596,1,1:27:10.999455
1624,625,574,3,3:02:03.316191
1681,521,596,1,1:00:00
1686,596,594,1,1:27:10.999455
1628,512,593,1,1:00:00
1615,542,595,1,0:34:05.104038
1668,619,590,1,1:45:45.643779
1641,615,595,2,0:34:15.102404
1640,562,592,2,3:00:00
1623,557,574,3,7:00:00
1688,514,590,1,1:45:45.643779
1633,572,595,1,0:34:05.104038
1679,558,595,1,0:34:05.104038
1709,562,587,1,2:00:00
1619,527,593,1,0:33:33.661420
1660,532,597,1,4:00:00
1631,545,593,1,0:46:30.225391
1644,582,593,3,2:36:26.753140
1674,599,590,1,1:45:45.643779
1635,564,589,2,2:25:02.213033
1692,559,594,1,1:27:10.999455
1708,552,587,2,6:00:00
1654,544,585,1,1:45:45.643779
1636,564,587,1,0:34:57.786967
1637,636,593,3,4:59:47.853715
1685,596,598,1,3:49:56.545870
1643,589,593,3,3:26:01.738891
1673,590,599,1,1:45:45.643779
1639,636,582,1,0:33:45.807705
1632,545,595,1,0:46:30.225391
1642,615,591,2,3:00:00
1664,537,596,1,1:00:00
1638,636,589,3,6:26:01.738891
1687,547,591,1,1:00:00
1683,598,596,1,3:49:56.545870
1617,573,581,1,0:00:04.964802
1689,635,590,1,1:45:45.643779
1704,545,596,1,2:01:51.485207
1700,628,599,2,0:51:19.509241
1691,528,591,2,3:00:00
1653,546,578,1,1:00:00
1713,549,590,1,2:00:00
1622,547,574,1,1:00:00
1665,537,598,1,1:00:00
1658,609,578,1,3:00:00
1698,559,598,1,3:49:56.545870
1675,590,585,1,1:45:45.643779
1661,624,589,1,1:00:00
1656,563,578,1,3:00:00
1666,607,599,1,1:45:45.643779
1648,593,589,3,3:26:01.738891
1618,556,578,1,4:00:00
1669,571,587,1,1:00:00
1647,532,593,2,1:00:42.167723
1706,617,587,1,3:00:00
1511,512,597,1,0:09:38.114374
1634,564,593,2,4:25:02.213033
1773,580,597,3,3:09:33.798361
1801,590,597,3,2:32:30.762443
1726,601,598,1,1:00:00
1783,595,590,1,0:00:09.998366
1800,597,590,3,2:32:30.762443
1718,557,590,1,2:00:00
1754,565,591,1,4:00:00
1701,639,599,1,2:08:23.723470
1043,597,587,4,6:02:53.091720
1785,613,574,2,3:57:56.683809
1784,559,574,2,3:57:56.683809
1791,620,598,2,1:31:36.355937
1761,583,582,1,2:00:00
1781,637,595,1,0:00:09.998366
1804,525,593,1,0:01:55.175923
1715,563,590,1,2:00:00
1762,559,582,1,0:06:19.463180
1763,609,582,1,0:06:19.463180
1719,560,595,1,1:00:00
1802,525,595,1,1:58:04.824077
1757,637,578,1,2:00:00
1789,591,585,3,7:17:39.183728
1792,625,593,1,1:00:00
1769,548,597,1,1:06:40.706641
1795,553,587,2,2:02:53.091720
1733,602,598,1,1:00:00
1744,562,596,2,4:00:00
1794,544,598,1,1:00:00
1748,527,597,1,2:00:00
1734,553,593,3,5:02:53.091720
1716,616,590,1,2:00:00
1782,528,595,1,0:00:09.998366
993,516,587,1,2:00:00
1677,525,590,2,3:45:45.643779
1776,583,574,3,6:57:56.683809
1723,603,595,1,1:00:00
1788,585,591,3,7:17:39.183728
1722,615,575,1,2:00:00
1727,589,592,1,1:00:00
1787,623,591,1,1:00:00
1731,598,595,1,1:00:00
1797,550,587,1,0:02:53.091720
1779,590,595,1,0:00:09.998366
1798,550,592,1,3:00:00
1732,595,598,1,1:00:00
1747,637,597,2,6:00:00
1741,625,578,1,2:00:00
1721,552,596,2,6:00:00
1790,619,575,1,2:00:00
1751,578,597,2,3:06:40.706641
1799,550,596,1,3:00:00
1793,563,574,2,1:02:03.316191
1803,525,581,2,3:01:55.175923
1724,603,598,1,1:00:00
936,513,587,1,3:00:00
1737,542,589,1,1:00:00
1728,592,589,1,1:00:00
1765,586,590,2,0:41:18.731409
1720,560,598,1,1:00:00
1717,532,590,2,4:12:12.162374
1758,623,578,1,2:00:00
1764,619,582,1,2:00:00
1768,520,590,2,2:15:05.254094
1750,515,597,2,3:06:40.706641
1780,573,595,1,0:00:09.998366
1730,602,595,1,1:00:00
1796,527,594,1,2:00:00
1714,550,590,2,2:02:53.091720
1745,525,597,3,7:00:00
1725,601,595,1,1:00:00
1767,637,590,1,2:12:12.162374
1759,584,578,1,2:00:00
1770,548,578,1,1:06:40.706641
1756,515,578,2,3:06:40.706641
1774,519,597,1,1:06:40.706641
1743,617,596,1,3:00:00
1755,527,578,1,2:00:00
1777,616,592,1,1:00:00
1742,548,574,1,2:00:00
1752,623,597,1,2:00:00
1753,597,578,2,3:06:40.706641
1772,572,597,1,1:06:40.706641
1736,524,591,2,3:00:00
1771,626,597,1,1:06:40.706641
994,614,587,1,2:00:00
1778,549,592,1,1:00:00
1729,535,581,1,2:00:00
1786,525,574,4,6:59:51.859732
1739,553,589,1,1:00:00
1806,573,639,1,1:00:00
973,566,587,2,1:15:22.388176
1047,611,587,1,2:00:00
1749,584,597,4,5:59:56.365172
1760,572,582,2,4:17:39.183728
1740,625,597,1,2:00:00
1766,573,590,1,2:12:12.162374
1775,566,574,2,3:57:56.683809
1048,520,587,3,5:02:53.091720
1735,518,593,1,3:00:00
1805,525,598,1,0:01:55.175923
1738,573,589,2,2:00:00
1898,595,591,1,0:01:25.585501
1893,588,639,1,4:00:00
1842,581,596,2,6:00:00
1853,557,578,2,3:06:40.706641
1814,551,596,1,0:02:07.140425
1829,634,587,1,3:00:00
1843,596,592,2,4:00:00
1879,593,599,1,0:49:09.732096
1849,554,585,1,0:49:09.732096
1907,563,595,1,1:00:00
1873,571,593,1,1:00:00
1809,562,593,2,2:00:42.167723
1906,597,639,1,4:00:00
1820,584,594,1,2:00:00
1914,565,589,1,1:02:58.163347
1894,597,589,1,4:00:00
1818,611,582,1,1:00:00
1867,617,582,1,1:00:00
1846,554,574,2,3:02:03.316191
1815,551,595,1,1:57:52.859575
1895,639,589,1,4:00:00
1878,593,598,1,1:00:00
1808,562,597,1,4:00:00
1835,549,598,1,2:00:00
1896,589,597,1,4:00:00
990,566,640,1,0:27:07.449812
1132,566,597,2,2:51:25.145694
1824,550,581,1,2:00:00
1822,584,589,3,3:59:56.365172
1840,592,596,2,4:00:00
1823,550,598,1,2:00:00
1833,587,592,1,3:00:00
1812,528,639,1,4:00:00
1854,572,578,1,1:06:40.706641
1891,571,585,1,0:49:09.732096
1848,554,598,1,1:00:00
1844,596,581,2,6:00:00
1828,616,587,1,3:00:00
1868,582,594,1,2:17:39.183728
1912,613,595,1,1:58:07.595699
1827,549,587,1,3:00:00
1889,595,599,1,0:01:25.585501
1810,562,589,1,4:00:00
1877,628,593,1,0:49:09.732096
1851,559,599,1,0:01:43.419473
1871,637,593,1,0:00:42.167723
1847,554,581,2,5:00:00
1902,585,595,1,0:01:25.585501
1876,585,593,1,0:49:09.732096
1911,628,595,1,1:57:50.222855
1839,518,582,1,2:00:00
1866,536,582,1,2:00:00
1872,615,593,1,0:00:42.167723
1830,592,587,1,3:00:00
1874,598,593,1,1:00:00
1905,639,597,1,4:00:00
1883,598,574,1,0:02:03.316191
1875,599,593,1,0:49:09.732096
1826,581,587,1,3:00:00
1813,528,589,1,4:00:00
1888,571,599,1,0:49:09.732096
1910,615,639,1,4:00:00
1852,556,598,1,2:00:00
1817,551,592,1,0:02:07.140425
1850,559,591,1,0:01:43.419473
1892,588,597,1,4:00:00
1865,594,582,1,2:17:39.183728
1901,595,585,1,0:01:25.585501
1897,589,639,1,4:00:00
1838,524,593,1,2:00:00
1903,583,595,1,1:58:31.914760
1887,592,598,1,2:00:00
1890,599,595,1,0:01:25.585501
1841,566,596,1,0:01:40.739388
1908,552,595,1,0:01:25.585501
1909,623,595,1,0:01:25.585501
1885,574,598,1,0:02:03.316191
1904,615,597,1,4:00:00
1864,565,582,1,2:00:00
1913,534,595,1,0:01:25.585501
1837,524,595,1,0:01:25.585501
1836,524,585,1,1:00:00
1880,593,585,1,0:49:09.732096
1899,583,591,1,0:01:28.085240
1855,553,598,1,0:31:36.355937
1819,611,575,1,2:00:00
1825,521,587,1,2:00:00
1845,514,578,1,2:00:00
1816,551,587,1,0:02:07.140425
1900,591,595,1,0:01:25.585501
1832,587,581,1,3:00:00
1915,519,575,1,1:00:00
1916,584,575,1,0:00:03.634828
1834,587,598,1,2:00:00
1831,598,587,1,2:00:00
1886,598,592,1,2:00:00
1807,573,597,1,1:00:00
1884,574,595,1,1:57:56.683809
1811,528,597,1,4:00:00
1821,584,639,3,3:59:56.365172
1863,547,582,1,2:00:00
624,514,639,1,3:00:00
1917,616,598,1,2:00:00
1918,565,639,1,1:02:58.163347
1967,594,591,2,6:17:39.183728
1978,580,585,1,4:00:00
1950,520,591,1,2:17:39.183728
1921,566,598,1,0:31:36.355937
1956,583,596,1,3:00:00
1965,591,594,2,6:17:39.183728
1996,525,596,1,3:00:00
1960,552,582,1,2:17:39.183728
1982,574,587,1,3:00:00
1985,580,592,1,4:00:00
1970,580,582,1,0:02:53.091720
1962,574,578,1,3:00:00
1503,560,575,1,2:00:00
1988,592,591,1,4:00:00
1998,596,597,1,3:00:00
1992,583,593,1,2:00:00
1957,583,578,1,3:00:00
1947,581,578,1,3:00:00
1946,578,581,1,3:00:00
1969,587,582,1,0:02:53.091720
1935,562,578,1,2:00:00
1979,592,585,1,4:00:00
1993,597,574,1,3:00:00
1941,590,587,2,2:02:53.091720
1959,549,582,2,4:17:39.183728
1925,582,585,1,2:17:39.183728
1971,556,582,1,0:02:53.091720
2001,556,594,1,4:00:00
1931,521,589,1,4:00:00
1938,593,587,2,2:02:53.091720
1973,582,587,1,0:02:53.091720
1933,559,589,1,4:00:00
1995,613,598,1,0:31:36.355937
1963,580,593,1,2:08:10.463409
1919,551,598,1,0:31:36.355937
1951,557,592,1,3:00:00
1930,599,594,2,6:17:39.183728
1952,574,592,1,3:00:00
2003,597,593,2,2:02:53.091720
1986,591,592,1,4:00:00
1948,554,578,1,3:00:00
1997,597,596,1,3:00:00
1999,597,581,1,3:00:00
1990,556,599,1,4:00:00
1975,550,593,1,0:02:53.091720
1994,574,597,1,3:00:00
1981,585,592,1,4:00:00
1944,565,590,1,2:00:00
1937,525,587,2,5:00:00
1961,552,594,1,2:17:39.183728
1939,565,587,1,2:00:00
1943,587,590,2,2:02:53.091720
1976,596,578,1,3:00:00
1989,592,599,1,4:00:00
1940,524,587,2,5:00:00
1949,554,596,1,3:00:00
1928,594,599,2,6:17:39.183728
1987,599,592,1,4:00:00
1964,565,593,1,2:00:00
1983,557,587,1,3:00:00
1953,592,574,1,3:00:00
1932,635,589,1,4:00:00
1920,629,598,1,0:31:36.355937
1942,587,593,2,2:02:53.091720
1922,594,585,2,6:17:39.183728
1972,582,597,1,0:02:53.091720
1968,597,582,1,0:02:53.091720
2000,581,597,1,3:00:00
1958,549,591,1,2:17:39.183728
1984,587,574,1,3:00:00
1936,562,581,1,2:00:00
1955,556,593,2,2:02:53.091720
1590,514,585,1,4:45:45.643779
1934,527,589,1,4:00:00
1945,580,590,2,2:02:53.091720
2002,593,597,2,2:02:53.091720
1929,549,599,1,2:17:39.183728
1991,565,599,1,4:00:00
1966,572,594,1,2:17:39.183728
1977,578,596,1,3:00:00
1954,592,578,1,3:00:00
1980,556,585,1,4:00:00
1974,557,596,2,6:00:00
1926,585,594,2,6:17:39.183728
1927,585,582,1,2:17:39.183728
1923,549,585,1,2:17:39.183728
1924,550,585,1,2:17:39.183728
