id,ballkid,year,court,count,duration
7219909,630,2024,Court 4,3,3:00:00
7219908,630,2024,Stadium,4,4:00:00
7219907,549,2024,Grandstand,2,2:00:00
7219906,549,2024,Court 5,2,2:00:00
7219905,549,2024,Harris,7,6:50:30.015649
7219904,549,2024,Court 4,4,2:38:44.074898
7219903,549,2024,Stadium,9,8:58:41.587048
7219902,545,2024,Grandstand,6,5:09:12.513716
7219901,545,2024,Court 5,3,"-1 day, 22:04:02.507164"
7219900,545,2024,Harris,3,2:50:32.351474
7219899,545,2024,Court 4,4,4:00:00
7219898,545,2024,Stadium,6,6:00:00
7219897,586,2024,Grandstand,1,1:00:00
7219896,586,2024,Court 5,3,3:00:00
7219895,586,2024,Harris,2,2:00:00
7219894,586,2024,Court 4,0,0:00:00
7219893,586,2024,Stadium,0,0:00:00
7219892,600,2024,Grandstand,0,0:00:00
7219891,600,2024,Court 5,0,0:00:00
7219890,600,2024,Harris,0,0:00:00
7219889,600,2024,Court 4,0,0:00:00
7219888,600,2024,Stadium,0,0:00:00
7219887,612,2024,Grandstand,5,4:42:36.094607
7219886,612,2024,Court 5,1,1:00:00
7219885,612,2024,Harris,3,2:24:59.036775
7219884,612,2024,Court 4,2,1:19:50.201196
7219883,612,2024,Stadium,5,5:00:00
7219882,660,2024,Grandstand,6,5:35:08.101164
7219880,660,2024,Court 5,2,2:00:00
7219879,660,2024,Harris,5,4:49:23.016178
7219878,660,2024,Court 4,4,4:00:00
7219877,660,2024,Stadium,5,5:00:00
7219876,534,2024,Grandstand,8,7:52:12.650392
7219875,534,2024,Court 5,3,3:00:00
7219874,534,2024,Harris,12,11:02:34.018837
7219873,534,2024,Court 4,7,6:52:57.444067
7219872,534,2024,Stadium,15,14:21:27.168820
7219871,621,2024,Grandstand,8,7:30:02.176894
7219870,621,2024,Court 5,3,3:00:00
7219869,621,2024,Harris,11,9:35:21.932985
7219868,621,2024,Court 4,7,4:06:03.020014
7219867,621,2024,Stadium,8,7:13:38.554385
7219866,603,2024,Grandstand,0,0:00:00
7219865,603,2024,Court 5,0,0:00:00
7219864,603,2024,Harris,1,1:00:00
7219863,603,2024,Court 4,2,0:59:40.690949
7219862,603,2024,Stadium,0,0:00:00
7219861,535,2024,Grandstand,7,6:42:36.094607
7219860,535,2024,Court 5,3,3:00:00
7219859,535,2024,Harris,10,8:06:52.804497
7219858,535,2024,Court 4,4,4:00:00
7219857,535,2024,Stadium,18,16:08:20.500255
7219856,591,2024,Grandstand,8,7:32:09.657741
7219855,591,2024,Court 5,4,2:23:37.926804
7219854,591,2024,Harris,10,6:03:24.416941
7219853,591,2024,Court 4,3,2:30:15.605094
7219852,591,2024,Stadium,14,13:22:43.562735
1008536,641,2023,Grandstand,0,0:00:00
1008535,641,2023,Court 5,0,0:00:00
1008534,641,2023,Harris,0,0:00:00
1008533,641,2023,Court 4,0,0:00:00
1008532,641,2023,Stadium,0,0:00:00
676466,640,2023,Grandstand,4,3:20:08.414245
676465,640,2023,Court 5,1,1:00:00
676464,640,2023,Harris,3,3:00:00
676463,640,2023,Court 4,1,1:00:00
676462,640,2023,Stadium,3,2:16:37.823410
518216,639,2023,Grandstand,7,6:10:48.995716
518215,639,2023,Court 5,2,2:00:00
518214,639,2023,Harris,3,3:00:00
518213,639,2023,Court 4,2,2:00:00
518212,639,2023,Stadium,3,3:00:00
479786,638,2023,Grandstand,0,0:00:00
479785,638,2023,Court 5,0,0:00:00
479784,638,2023,Harris,0,0:00:00
479783,638,2023,Court 4,0,0:00:00
479782,638,2023,Stadium,0,0:00:00
479781,636,2023,Grandstand,8,6:18:22.556141
479780,636,2023,Court 5,3,2:26:14.200398
479779,636,2023,Harris,11,10:53:40.931398
479778,636,2023,Court 4,7,5:00:53.275821
479777,636,2023,Stadium,6,4:43:56.586788
479776,634,2023,Grandstand,6,5:40:26.812801
479775,634,2023,Court 5,4,3:19:33.187199
479774,634,2023,Harris,9,9:00:00
479773,634,2023,Court 4,8,6:20:37.705248
479772,634,2023,Stadium,7,6:31:36.355937
479771,632,2023,Grandstand,4,4:00:00
479770,632,2023,Court 5,2,1:04:54.144662
479769,632,2023,Harris,6,5:38:22.970330
479768,632,2023,Court 4,3,3:00:00
479767,632,2023,Stadium,4,4:00:00
479766,637,2023,Grandstand,4,3:28:10.235568
479765,637,2023,Court 5,3,3:00:00
479764,637,2023,Harris,7,7:00:00
479763,637,2023,Court 4,6,5:42:34.491651
479762,637,2023,Stadium,6,6:00:00
479761,630,2023,Grandstand,3,3:00:00
479760,630,2023,Court 5,3,3:00:00
479759,630,2023,Harris,4,4:00:00
479758,630,2023,Court 4,5,5:00:00
479757,630,2023,Stadium,5,4:05:31.017149
479756,635,2023,Grandstand,5,5:00:00
479755,635,2023,Court 5,8,6:12:05.409972
479754,635,2023,Harris,10,10:00:00
479753,635,2023,Court 4,7,5:42:04.072208
479752,635,2023,Stadium,7,7:00:00
479751,628,2023,Grandstand,10,8:24:07.736092
479750,628,2023,Court 5,2,1:50:51.515487
479749,628,2023,Harris,4,4:00:00
479748,628,2023,Court 4,4,3:57:50.238229
479747,628,2023,Stadium,4,3:16:37.823410
479746,633,2023,Grandstand,3,3:00:00
479745,633,2023,Court 5,0,0:00:00
479744,633,2023,Harris,2,2:00:00
479743,633,2023,Court 4,3,2:01:06.646516
479742,633,2023,Stadium,1,1:00:00
479741,626,2023,Grandstand,6,5:06:40.706641
479740,626,2023,Court 5,2,2:00:00
479739,626,2023,Harris,5,4:21:53.543827
479738,626,2023,Court 4,5,4:22:42.029172
479737,626,2023,Stadium,7,7:00:00
479736,631,2023,Grandstand,1,1:00:00
479735,631,2023,Court 5,1,1:00:00
479734,631,2023,Harris,3,3:00:00
479733,631,2023,Court 4,1,1:00:00
479732,631,2023,Stadium,1,0:52:02.531584
479731,624,2023,Grandstand,4,4:00:00
479730,624,2023,Court 5,2,1:16:58.768705
479729,624,2023,Harris,1,1:00:00
479728,624,2023,Court 4,2,2:00:00
479727,624,2023,Stadium,3,3:00:00
479726,629,2023,Grandstand,5,5:00:00
479725,629,2023,Court 5,6,5:07:20.129997
479724,629,2023,Harris,2,2:00:00
479723,629,2023,Court 4,3,3:00:00
479722,629,2023,Stadium,7,6:31:36.355937
479721,622,2023,Grandstand,9,8:10:48.970215
479720,622,2023,Court 5,2,2:00:00
479719,622,2023,Harris,4,4:00:00
479718,622,2023,Court 4,4,2:53:05.745019
479717,622,2023,Stadium,5,4:58:41.876405
479716,627,2023,Grandstand,3,3:00:00
479715,627,2023,Court 5,0,0:00:00
479714,627,2023,Harris,2,1:57:56.759278
479713,627,2023,Court 4,3,3:00:00
479712,627,2023,Stadium,6,6:00:00
479711,620,2023,Grandstand,8,7:27:07.449812
479710,620,2023,Court 5,6,4:36:51.446910
479709,620,2023,Harris,10,8:54:14.883950
479708,620,2023,Court 4,5,5:00:00
479707,620,2023,Stadium,9,8:31:36.355937
479706,625,2023,Grandstand,7,6:53:00.964433
479705,625,2023,Court 5,3,3:00:00
479704,625,2023,Harris,7,7:00:00
479703,625,2023,Court 4,4,4:00:00
479702,625,2023,Stadium,10,9:31:36.355937
479701,618,2023,Grandstand,5,3:58:50.502580
479700,618,2023,Court 5,1,1:00:00
479699,618,2023,Harris,5,4:57:54.293023
479698,618,2023,Court 4,4,2:57:27.909293
479697,618,2023,Stadium,5,3:15:10.312869
479696,616,2023,Grandstand,4,3:56:56.114985
479695,616,2023,Court 5,2,1:16:58.768705
479694,616,2023,Harris,3,3:00:00
479693,616,2023,Court 4,1,1:00:00
479692,616,2023,Stadium,5,5:00:00
479691,623,2023,Grandstand,3,2:40:49.741601
479690,623,2023,Court 5,2,1:19:10.258399
479689,623,2023,Harris,4,3:57:56.759278
479688,623,2023,Court 4,5,5:00:00
479687,623,2023,Stadium,5,4:01:54.458199
479686,614,2023,Grandstand,3,3:00:00
479685,614,2023,Court 5,1,1:00:00
479684,614,2023,Harris,2,1:57:56.759278
479683,614,2023,Court 4,3,3:00:00
479682,614,2023,Stadium,3,3:00:00
479681,621,2023,Grandstand,5,5:00:00
479680,621,2023,Court 5,2,2:00:00
479679,621,2023,Harris,5,5:00:00
479678,621,2023,Court 4,3,3:00:00
479677,621,2023,Stadium,4,4:00:00
479676,612,2023,Grandstand,3,3:00:00
479675,612,2023,Court 5,2,1:50:51.515487
479674,612,2023,Harris,5,5:00:00
479673,612,2023,Court 4,4,3:01:06.646516
479672,612,2023,Stadium,4,3:10:10.787186
479671,610,2023,Grandstand,2,2:00:00
479670,610,2023,Court 5,1,1:00:00
479669,610,2023,Harris,2,1:43:18.523138
479668,610,2023,Court 4,1,1:00:00
479667,610,2023,Stadium,1,1:00:00
479666,619,2023,Grandstand,3,3:00:00
479665,619,2023,Court 5,3,3:00:00
479664,619,2023,Harris,3,3:00:00
479663,619,2023,Court 4,3,2:45:45.643779
479662,619,2023,Stadium,3,3:00:00
479661,615,2023,Grandstand,6,6:00:00
479660,615,2023,Court 5,1,1:00:00
479659,615,2023,Harris,9,8:55:40.849677
479658,615,2023,Court 4,4,3:42:34.491651
479657,615,2023,Stadium,7,7:00:00
479656,597,2023,Grandstand,5,4:06:40.706641
479655,597,2023,Court 5,3,2:55:55.341569
479654,597,2023,Harris,6,6:00:00
479653,597,2023,Court 4,5,4:43:33.781330
479652,597,2023,Stadium,14,12:12:31.206094
479651,613,2023,Grandstand,6,5:53:00.964433
479650,613,2023,Court 5,3,3:00:00
479649,613,2023,Harris,6,6:00:00
479648,613,2023,Court 4,7,6:20:49.633175
479647,613,2023,Stadium,7,5:41:14.470311
479646,541,2023,Grandstand,3,2:56:56.114985
479645,541,2023,Court 5,0,0:00:00
479644,541,2023,Harris,2,2:00:00
479643,541,2023,Court 4,2,2:00:00
479642,541,2023,Stadium,3,2:49:55.926823
479641,560,2023,Grandstand,0,0:00:00
479640,560,2023,Court 5,2,2:00:00
479639,560,2023,Harris,2,2:00:00
479638,560,2023,Court 4,2,2:00:00
479637,560,2023,Stadium,1,1:00:00
479636,611,2023,Grandstand,4,4:00:00
479635,611,2023,Court 5,3,2:46:46.857056
479634,611,2023,Harris,5,5:00:00
479633,611,2023,Court 4,4,2:57:10.421254
479632,611,2023,Stadium,6,4:41:47.143123
479631,519,2023,Grandstand,4,3:06:40.706641
479630,519,2023,Court 5,1,1:00:00
479629,519,2023,Harris,3,3:00:00
479628,519,2023,Court 4,3,3:00:00
479627,519,2023,Stadium,5,5:00:00
479626,609,2023,Grandstand,3,3:00:00
479625,609,2023,Court 5,3,3:00:00
479624,609,2023,Harris,2,2:00:00
479623,609,2023,Court 4,2,2:00:00
479622,609,2023,Stadium,2,2:00:00
479621,511,2023,Grandstand,2,2:00:00
479620,511,2023,Court 5,2,1:49:51.895030
479619,511,2023,Harris,4,3:29:41.169412
479618,511,2023,Court 4,3,3:00:00
479617,511,2023,Stadium,2,2:00:00
479616,559,2023,Grandstand,1,1:00:00
479615,559,2023,Court 5,4,4:00:00
479614,559,2023,Harris,10,10:00:00
479613,559,2023,Court 4,5,4:58:16.588813
479612,559,2023,Stadium,7,7:00:00
479611,617,2023,Grandstand,3,2:27:07.449812
479610,617,2023,Court 5,3,3:00:00
479609,617,2023,Harris,6,6:00:00
479608,617,2023,Court 4,5,5:00:00
479607,617,2023,Stadium,3,2:16:37.823410
479606,608,2023,Grandstand,6,4:58:58.401605
479605,608,2023,Court 5,1,1:00:00
479604,608,2023,Harris,5,4:57:56.759278
479603,608,2023,Court 4,2,2:00:00
479602,608,2023,Stadium,5,4:04:51.356214
479601,607,2023,Grandstand,4,4:00:00
479600,607,2023,Court 5,2,2:00:00
479599,607,2023,Harris,5,5:00:00
479598,607,2023,Court 4,4,3:45:45.643779
479597,607,2023,Stadium,5,5:00:00
479596,606,2023,Grandstand,4,4:00:00
479595,606,2023,Court 5,2,2:00:00
479594,606,2023,Harris,3,2:57:56.759278
479593,606,2023,Court 4,0,0:00:00
479592,606,2023,Stadium,4,3:58:55.222714
479591,605,2023,Grandstand,4,4:00:00
479590,605,2023,Court 5,8,6:04:47.562292
479589,605,2023,Harris,6,5:02:32.390198
479588,605,2023,Court 4,4,4:00:00
479587,605,2023,Stadium,4,4:00:00
479586,604,2023,Grandstand,0,0:00:00
479585,604,2023,Court 5,0,0:00:00
479584,604,2023,Harris,0,0:00:00
479583,604,2023,Court 4,0,0:00:00
479582,604,2023,Stadium,0,0:00:00
479581,603,2023,Grandstand,0,0:00:00
479580,603,2023,Court 5,1,1:00:00
479579,603,2023,Harris,3,2:53:46.247114
479578,603,2023,Court 4,0,0:00:00
479577,603,2023,Stadium,0,0:00:00
479576,602,2023,Grandstand,1,0:25:54.640354
479575,602,2023,Court 5,1,1:00:00
479574,602,2023,Harris,0,0:00:00
479573,602,2023,Court 4,0,0:00:00
479572,602,2023,Stadium,3,2:00:52.174990
479571,601,2023,Grandstand,1,1:00:00
479570,601,2023,Court 5,1,1:00:00
479569,601,2023,Harris,0,0:00:00
479568,601,2023,Court 4,0,0:00:00
479567,601,2023,Stadium,0,0:00:00
479566,600,2023,Grandstand,3,1:43:20.482223
479565,600,2023,Court 5,0,0:00:00
479564,600,2023,Harris,2,1:27:28.460560
479563,600,2023,Court 4,0,0:00:00
479562,600,2023,Stadium,0,0:00:00
479561,599,2023,Grandstand,6,6:00:00
479560,599,2023,Court 5,7,5:28:23.474185
479559,599,2023,Harris,6,5:21:53.543827
479558,599,2023,Court 4,6,4:42:57.557896
479557,599,2023,Stadium,10,9:17:39.183728
479556,598,2023,Grandstand,0,0:00:00
479555,598,2023,Court 5,1,1:00:00
479554,598,2023,Harris,4,3:49:56.548858
479553,598,2023,Court 4,3,1:57:18.241198
479552,598,2023,Stadium,2,1:31:36.355937
479551,596,2023,Grandstand,1,1:00:00
479550,596,2023,Court 5,3,3:00:00
479549,596,2023,Harris,6,6:00:00
479548,596,2023,Court 4,6,5:51:20.860305
479547,596,2023,Stadium,14,14:00:00
479546,595,2023,Grandstand,2,2:00:00
479545,595,2023,Court 5,3,2:21:50.244468
479544,595,2023,Harris,3,2:00:09.997208
479543,595,2023,Court 4,2,1:32:39.521279
479542,595,2023,Stadium,2,1:10:11.252160
479541,594,2023,Grandstand,6,6:00:00
479540,594,2023,Court 5,4,4:00:00
479539,594,2023,Harris,9,8:56:41.530483
479538,594,2023,Court 4,5,4:19:18.409759
479537,594,2023,Stadium,14,11:48:13.805417
479536,593,2023,Grandstand,6,6:00:00
479535,593,2023,Court 5,6,5:26:26.346465
479534,593,2023,Harris,7,7:00:00
479533,593,2023,Court 4,6,4:56:22.751559
479532,593,2023,Stadium,11,9:36:26.745255
479531,592,2023,Grandstand,6,5:27:07.449812
479530,592,2023,Court 5,4,3:50:51.515487
479529,592,2023,Harris,8,8:00:00
479528,592,2023,Court 4,8,7:22:42.029172
479527,592,2023,Stadium,16,14:44:03.130715
479526,591,2023,Grandstand,11,10:07:44.998449
479525,591,2023,Court 5,4,4:00:00
479524,591,2023,Harris,4,3:21:53.543827
479523,591,2023,Court 4,7,7:00:00
479522,591,2023,Stadium,17,16:17:39.183728
479521,590,2023,Grandstand,5,5:00:00
479520,590,2023,Court 5,2,2:00:00
479519,590,2023,Harris,4,4:00:00
479518,590,2023,Court 4,6,5:28:20.135430
479517,590,2023,Stadium,12,10:32:28.067930
479516,589,2023,Grandstand,5,4:33:58.249646
479515,589,2023,Court 5,2,1:26:01.750354
479514,589,2023,Harris,8,8:00:00
479513,589,2023,Court 4,4,3:50:41.914498
479512,589,2023,Stadium,7,7:00:00
479511,588,2023,Grandstand,5,4:33:54.276722
479510,588,2023,Court 5,2,1:25:13.423182
479509,588,2023,Harris,7,7:00:00
479508,588,2023,Court 4,0,0:00:00
479507,588,2023,Stadium,4,4:00:00
479506,587,2023,Grandstand,4,4:00:00
479505,587,2023,Court 5,2,2:00:00
479504,587,2023,Harris,3,3:00:00
479503,587,2023,Court 4,4,4:00:00
479502,587,2023,Stadium,11,10:02:53.091720
479501,586,2023,Grandstand,1,1:00:00
479500,586,2023,Court 5,3,3:00:00
479499,586,2023,Harris,7,4:00:03.532649
479498,586,2023,Court 4,3,2:22:42.029172
479497,586,2023,Stadium,1,1:00:00
479496,644,2023,Grandstand,5,4:53:00.964433
479495,644,2023,Court 5,9,8:11:24.634512
479494,644,2023,Harris,7,6:11:54.230601
479493,644,2023,Court 4,7,6:45:45.643779
479492,644,2023,Stadium,12,11:17:39.183728
479491,584,2023,Grandstand,6,6:00:00
479490,584,2023,Court 5,4,3:15:27.816890
479489,584,2023,Harris,7,5:59:56.366546
479488,584,2023,Court 4,7,5:56:47.231204
479487,584,2023,Stadium,7,7:00:00
479486,583,2023,Grandstand,5,4:31:54.895095
479485,583,2023,Court 5,2,2:00:00
479484,583,2023,Harris,8,7:56:38.378378
479483,583,2023,Court 4,5,4:58:31.924164
479482,583,2023,Stadium,9,8:27:25.307305
479481,582,2023,Grandstand,5,5:00:00
479480,582,2023,Court 5,2,2:00:00
479479,582,2023,Harris,7,6:19:50.303105
479478,582,2023,Court 4,6,6:00:00
479477,582,2023,Stadium,13,11:20:32.275448
479476,581,2023,Grandstand,10,9:10:48.828844
479475,581,2023,Court 5,3,3:00:00
479474,581,2023,Harris,8,7:19:23.033685
479473,581,2023,Court 4,6,5:01:06.646516
479472,581,2023,Stadium,13,11:37:36.094491
479471,580,2023,Grandstand,5,4:06:40.706641
479470,580,2023,Court 5,4,3:16:58.768705
479469,580,2023,Harris,4,4:00:00
479468,580,2023,Court 4,4,4:00:00
479467,580,2023,Stadium,15,13:03:34.960752
479466,579,2023,Grandstand,5,3:25:41.831005
479465,579,2023,Court 5,2,2:00:00
479464,579,2023,Harris,5,4:53:35.562273
479463,579,2023,Court 4,3,1:04:31.282410
479462,579,2023,Stadium,2,2:00:00
479461,578,2023,Grandstand,6,4:33:48.156453
479460,578,2023,Court 5,5,5:00:00
479459,578,2023,Harris,6,6:00:00
479458,578,2023,Court 4,6,5:55:40.584688
479457,578,2023,Stadium,14,12:17:48.432305
479456,577,2023,Grandstand,2,1:53:00.964433
479455,577,2023,Court 5,0,0:00:00
479454,577,2023,Harris,3,2:57:56.759278
479453,577,2023,Court 4,0,0:00:00
479452,577,2023,Stadium,2,2:00:00
479451,576,2023,Grandstand,0,0:00:00
479450,576,2023,Court 5,0,0:00:00
479449,576,2023,Harris,0,0:00:00
479448,576,2023,Court 4,0,0:00:00
479447,576,2023,Stadium,0,0:00:00
479446,575,2023,Grandstand,3,3:00:00
479445,575,2023,Court 5,7,4:42:07.955916
479444,575,2023,Harris,9,8:14:08.197109
479443,575,2023,Court 4,8,6:38:08.778632
479442,575,2023,Stadium,7,5:37:03.421679
479441,574,2023,Grandstand,9,8:10:49.030987
479440,574,2023,Court 5,5,5:00:00
479439,574,2023,Harris,10,8:21:53.611197
479438,574,2023,Court 4,4,3:53:37.276596
479437,574,2023,Stadium,14,14:00:00
479436,573,2023,Grandstand,5,4:00:04.965816
479435,573,2023,Court 5,3,3:00:00
479434,573,2023,Harris,5,5:00:00
479433,573,2023,Court 4,4,3:42:34.491651
479432,573,2023,Stadium,6,4:18:53.063374
479431,572,2023,Grandstand,7,6:06:40.706641
479430,572,2023,Court 5,9,8:11:24.683442
479429,572,2023,Harris,7,7:00:00
479428,572,2023,Court 4,5,4:01:06.646516
479427,572,2023,Stadium,12,10:45:04.491033
479426,571,2023,Grandstand,3,3:00:00
479425,571,2023,Court 5,2,2:00:00
479424,571,2023,Harris,4,4:00:00
479423,571,2023,Court 4,1,1:00:00
479422,571,2023,Stadium,2,2:00:00
479421,570,2023,Grandstand,0,0:00:00
479420,570,2023,Court 5,0,0:00:00
479419,570,2023,Harris,0,0:00:00
479418,570,2023,Court 4,0,0:00:00
479417,570,2023,Stadium,0,0:00:00
479416,569,2023,Grandstand,0,0:00:00
479415,569,2023,Court 5,0,0:00:00
479414,569,2023,Harris,0,0:00:00
479413,569,2023,Court 4,0,0:00:00
479412,569,2023,Stadium,0,0:00:00
479411,568,2023,Grandstand,1,1:00:00
479410,568,2023,Court 5,1,1:00:00
479409,568,2023,Harris,2,2:00:00
479408,568,2023,Court 4,2,2:00:00
479407,568,2023,Stadium,1,1:00:00
479406,567,2023,Grandstand,0,0:00:00
479405,567,2023,Court 5,0,0:00:00
479404,567,2023,Harris,0,0:00:00
479403,567,2023,Court 4,0,0:00:00
479402,567,2023,Stadium,0,0:00:00
479401,566,2023,Grandstand,3,2:27:07.449812
479400,566,2023,Court 5,2,1:08:23.922777
479399,566,2023,Harris,5,5:00:00
479398,566,2023,Court 4,6,4:59:27.305000
479397,566,2023,Stadium,4,2:50:52.328621
479396,565,2023,Grandstand,3,3:00:00
479395,565,2023,Court 5,3,3:00:00
479394,565,2023,Harris,8,6:32:27.207142
479393,565,2023,Court 4,6,5:01:06.646516
479392,565,2023,Stadium,15,14:09:38.114374
479391,564,2023,Grandstand,3,3:00:00
479390,564,2023,Court 5,3,2:25:02.219697
479389,564,2023,Harris,5,4:34:57.780303
479388,564,2023,Court 4,3,3:00:00
479387,564,2023,Stadium,4,4:00:00
479386,563,2023,Grandstand,7,6:27:07.449812
479385,563,2023,Court 5,2,2:00:00
479384,563,2023,Harris,5,5:00:00
479383,563,2023,Court 4,5,5:00:00
479382,563,2023,Stadium,6,6:00:00
479381,562,2023,Grandstand,7,7:00:00
479380,562,2023,Court 5,2,2:00:00
479379,562,2023,Harris,7,6:57:56.759278
479378,562,2023,Court 4,4,3:42:34.491651
479377,562,2023,Stadium,12,12:00:00
479376,561,2023,Grandstand,1,1:00:00
479375,561,2023,Court 5,2,2:00:00
479374,561,2023,Harris,2,2:00:00
479373,561,2023,Court 4,2,2:00:00
479372,561,2023,Stadium,0,0:00:00
479371,558,2023,Grandstand,4,4:00:00
479370,558,2023,Court 5,5,4:06:21.381640
479369,558,2023,Harris,6,6:00:00
479368,558,2023,Court 4,6,5:22:42.029172
479367,558,2023,Stadium,5,5:00:00
479366,557,2023,Grandstand,7,6:06:40.706641
479365,557,2023,Court 5,5,5:00:00
479364,557,2023,Harris,7,6:55:36.476433
479363,557,2023,Court 4,5,5:00:00
479362,557,2023,Stadium,12,12:00:00
479361,556,2023,Grandstand,5,5:00:00
479360,556,2023,Court 5,3,2:55:55.341569
479359,556,2023,Harris,5,5:00:00
479358,556,2023,Court 4,7,7:00:00
479357,556,2023,Stadium,16,15:02:53.091720
479356,555,2023,Grandstand,0,0:00:00
479355,555,2023,Court 5,0,0:00:00
479354,555,2023,Harris,0,0:00:00
479353,555,2023,Court 4,0,0:00:00
479352,555,2023,Stadium,0,0:00:00
479351,554,2023,Grandstand,7,7:00:00
479350,554,2023,Court 5,2,2:00:00
479349,554,2023,Harris,7,7:00:00
479348,554,2023,Court 4,8,7:22:42.029172
479347,554,2023,Stadium,11,11:00:00
479346,553,2023,Grandstand,6,6:00:00
479345,553,2023,Court 5,5,5:00:00
479344,553,2023,Harris,7,6:57:56.759278
479343,553,2023,Court 4,7,6:08:27.672951
479342,553,2023,Stadium,17,14:11:32.869336
479341,552,2023,Grandstand,3,2:23:42.067921
479340,552,2023,Court 5,4,3:36:17.932079
479339,552,2023,Harris,8,8:00:00
479338,552,2023,Court 4,7,6:45:45.643779
479337,552,2023,Stadium,11,10:17:39.183728
479336,551,2023,Grandstand,3,3:00:00
479335,551,2023,Court 5,5,5:00:00
479334,551,2023,Harris,12,11:18:21.587654
479333,551,2023,Court 4,7,6:57:52.876787
479332,551,2023,Stadium,9,6:51:25.257497
479331,550,2023,Grandstand,5,5:00:00
479330,550,2023,Court 5,3,3:00:00
479329,550,2023,Harris,4,4:00:00
479328,550,2023,Court 4,4,4:00:00
479327,550,2023,Stadium,11,9:20:32.275448
479326,549,2023,Grandstand,3,3:00:00
479325,549,2023,Court 5,2,2:00:00
479324,549,2023,Harris,3,3:00:00
479323,549,2023,Court 4,3,2:01:06.646516
479322,549,2023,Stadium,9,7:27:17.298102
479321,548,2023,Grandstand,6,5:03:01.981839
479320,548,2023,Court 5,2,2:00:00
479319,548,2023,Harris,4,4:00:00
479318,548,2023,Court 4,4,2:57:15.776782
479317,548,2023,Stadium,5,4:27:25.307305
479316,547,2023,Grandstand,0,0:00:00
479315,547,2023,Court 5,3,2:51:51.153790
479314,547,2023,Harris,4,4:00:00
479313,547,2023,Court 4,5,4:58:54.678613
479312,547,2023,Stadium,5,3:44:03.130715
479311,546,2023,Grandstand,2,2:00:00
479310,546,2023,Court 5,1,1:00:00
479309,546,2023,Harris,4,4:00:00
479308,546,2023,Court 4,4,3:53:51.249658
479307,546,2023,Stadium,2,1:59:03.849055
479306,545,2023,Grandstand,3,2:07:12.371581
479305,545,2023,Court 5,2,2:00:00
479304,545,2023,Harris,4,2:02:21.686210
479303,545,2023,Court 4,2,2:00:00
479302,545,2023,Stadium,3,3:00:00
479301,544,2023,Grandstand,5,5:00:00
479300,544,2023,Court 5,3,3:00:00
479299,544,2023,Harris,6,5:21:53.543827
479298,544,2023,Court 4,7,6:41:26.228467
479297,544,2023,Stadium,5,5:00:00
479296,543,2023,Grandstand,0,0:00:00
479295,543,2023,Court 5,0,0:00:00
479294,543,2023,Harris,0,0:00:00
479293,543,2023,Court 4,0,0:00:00
479292,543,2023,Stadium,0,0:00:00
479291,542,2023,Grandstand,3,2:14:01.904184
479290,542,2023,Court 5,2,2:00:00
479289,542,2023,Harris,5,4:08:17.982335
479288,542,2023,Court 4,4,3:01:24.550227
479287,542,2023,Stadium,3,1:46:38.559492
479286,540,2023,Grandstand,0,0:00:00
479285,540,2023,Court 5,0,0:00:00
479284,540,2023,Harris,0,0:00:00
479283,540,2023,Court 4,0,0:00:00
479282,540,2023,Stadium,0,0:00:00
479281,539,2023,Grandstand,0,0:00:00
479280,539,2023,Court 5,0,0:00:00
479279,539,2023,Harris,0,0:00:00
479278,539,2023,Court 4,0,0:00:00
479277,539,2023,Stadium,0,0:00:00
479276,538,2023,Grandstand,3,2:53:00.964433
479275,538,2023,Court 5,0,0:00:00
479274,538,2023,Harris,2,2:00:00
479273,538,2023,Court 4,1,1:00:00
479272,538,2023,Stadium,2,2:00:00
479271,537,2023,Grandstand,1,1:00:00
479270,537,2023,Court 5,1,1:00:00
479269,537,2023,Harris,4,4:00:00
479268,537,2023,Court 4,1,1:00:00
479267,537,2023,Stadium,3,2:27:25.307305
479266,536,2023,Grandstand,3,3:00:00
479265,536,2023,Court 5,6,4:59:39.263151
479264,536,2023,Harris,4,3:57:13.864658
479263,536,2023,Court 4,4,2:57:20.496860
479262,536,2023,Stadium,6,5:27:25.307305
479261,535,2023,Grandstand,3,3:00:00
479260,535,2023,Court 5,2,1:50:51.515487
479259,535,2023,Harris,4,4:00:00
479258,535,2023,Court 4,0,0:00:00
479257,535,2023,Stadium,3,3:00:00
479256,534,2023,Grandstand,9,7:15:02.692775
479255,534,2023,Court 5,2,2:00:00
479254,534,2023,Harris,11,10:14:35.719473
479253,534,2023,Court 4,6,5:55:40.584688
479252,534,2023,Stadium,7,7:00:00
479251,533,2023,Grandstand,4,3:13:21.894623
479250,533,2023,Court 5,0,0:00:00
479249,533,2023,Harris,2,2:00:00
479248,533,2023,Court 4,1,1:00:00
479247,533,2023,Stadium,1,1:00:00
479246,532,2023,Grandstand,5,4:56:56.114985
479245,532,2023,Court 5,1,1:00:00
479244,532,2023,Harris,6,6:00:00
479243,532,2023,Court 4,5,4:42:34.491651
479242,532,2023,Stadium,8,7:27:25.307305
479241,531,2023,Grandstand,0,0:00:00
479240,531,2023,Court 5,0,0:00:00
479239,531,2023,Harris,0,0:00:00
479238,531,2023,Court 4,0,0:00:00
479237,531,2023,Stadium,0,0:00:00
479236,530,2023,Grandstand,0,0:00:00
479235,530,2023,Court 5,0,0:00:00
479234,530,2023,Harris,0,0:00:00
