id,ballkid,captain,year,count,duration
3222,535,644,2024,2,10:27:51.431597
3221,664,644,2024,1,6:18:33.844724
3220,568,644,2024,1,6:00:00
3219,665,644,2024,1,6:18:33.844724
3218,634,644,2024,1,6:18:33.844724
3217,611,644,2024,1,6:18:33.844724
3216,511,575,2024,1,8:00:00
3215,583,590,2024,2,9:51:39.860977
3214,583,574,2024,2,10:51:54.038006
3213,655,639,2024,1,0:24:59.214825
3212,564,639,2024,2,3:42:43.077680
3211,525,639,2024,2,2:09:52.814648
3210,616,591,2024,2,2:16:16.959946
3209,514,575,2024,1,6:00:00
3208,676,591,2024,1,0:32:09.664248
3207,627,591,2024,1,0:32:09.664248
3206,549,596,2024,3,7:00:00
3205,518,596,2024,2,3:00:00
3204,629,591,2024,2,0:32:13.259678
3203,674,644,2024,1,3:00:00
3202,628,644,2024,2,4:00:00
3201,608,644,2024,1,3:28:30.366129
3200,532,644,2024,1,3:28:30.366129
3199,535,639,2024,1,2:07:35.010600
3198,666,639,2024,1,1:42:36.094607
3197,664,582,2024,3,5:22:15.499090
3196,632,582,2024,2,1:41:45.544301
3195,562,591,2024,3,3:32:09.664248
3194,574,582,2024,2,0:00:12.957130
3193,574,596,2024,1,2:00:00
3192,664,574,2024,3,3:11:24.856896
3191,632,574,2024,2,1:11:24.856896
3190,582,574,2024,2,0:00:12.957130
3189,515,574,2024,3,4:00:00
3188,596,574,2024,1,2:00:00
3187,549,574,2024,1,3:00:00
3186,592,639,2024,3,8:34:51.765915
3185,535,592,2024,2,5:07:35.010600
3184,655,592,2024,1,0:24:58.951267
3183,564,592,2024,1,2:07:34.976516
3182,525,592,2024,5,13:04:00.026880
3181,639,592,2024,3,8:34:51.765915
3180,666,592,2024,1,1:42:36.094607
3179,626,574,2024,3,4:11:24.856896
3178,626,582,2024,1,0:41:45.544301
3177,552,639,2024,2,3:42:43.379663
3176,552,592,2024,2,5:27:25.247070
3175,634,574,2024,2,1:11:24.856896
3174,634,582,2024,2,4:37:44.302032
3173,682,582,2024,2,5:41:45.544301
3172,682,574,2024,2,1:11:24.856896
3171,643,591,2024,1,0:32:09.664248
3170,627,643,2024,1,0:32:09.747718
3169,591,643,2024,1,0:32:09.664248
3168,640,574,2024,2,1:11:24.856896
3167,640,582,2024,1,0:41:45.544301
3166,574,640,2024,2,1:11:24.856896
3165,582,640,2024,1,0:41:45.544301
3164,634,640,2024,1,1:52:57.444067
3163,611,640,2024,1,1:27:43.911233
3162,626,640,2024,3,6:52:57.444067
3161,621,640,2024,2,6:00:00
3160,513,591,2024,1,0:31:55.033848
3159,575,591,2024,2,4:31:39.135549
3158,528,575,2024,3,4:48:10.020512
3157,680,575,2024,3,2:11:06.672405
3156,627,575,2024,1,0:31:39.135549
3155,591,575,2024,2,4:31:39.135549
3154,562,575,2024,1,0:31:39.135549
3153,676,575,2024,2,4:12:05.148381
3152,611,575,2024,1,0:48:09.942230
3151,673,575,2024,1,0:48:09.995120
3150,672,575,2024,1,0:48:10.044387
3149,672,582,2024,2,1:30:57.462650
3148,528,574,2024,4,6:46:07.307342
3147,534,582,2024,1,0:41:45.544301
3146,534,640,2024,1,3:52:57.444067
3145,673,574,2024,3,1:46:03.937153
3144,673,582,2024,1,0:41:45.544301
3143,520,575,2024,1,0:31:39.135549
3142,663,639,2024,1,0:24:59.128377
3141,663,592,2024,1,0:24:58.951267
3140,620,591,2024,2,3:31:50.164344
3139,620,643,2024,4,8:31:50.164344
3138,521,574,2024,3,6:22:43.424256
3137,521,596,2024,1,2:00:00
3136,654,596,2024,2,4:50:17.473122
3135,654,574,2024,1,3:00:00
3134,659,572,2024,2,4:24:36.340821
3133,608,572,2024,1,2:24:36.340821
3132,536,572,2024,3,5:42:42.927341
3131,618,572,2024,1,2:24:36.340821
3130,519,644,2024,1,3:00:00
3129,617,644,2024,1,3:00:00
3128,662,572,2024,1,2:24:36.340821
3127,650,644,2024,1,3:00:00
3126,597,644,2024,1,3:00:00
3125,628,597,2024,1,3:00:00
3124,617,597,2024,1,3:00:00
3123,674,597,2024,2,4:00:00
3122,644,597,2024,1,3:00:00
3121,519,597,2024,1,3:00:00
3120,673,640,2024,2,8:27:36.524324
3119,663,591,2024,2,5:00:00
3118,677,591,2024,1,2:00:00
3117,634,591,2024,1,2:00:00
3116,657,591,2024,1,2:00:00
3115,611,591,2024,1,2:00:00
3114,542,591,2024,1,2:00:00
3113,561,591,2024,1,2:00:00
3112,520,591,2024,2,2:32:09.664248
3111,664,640,2024,2,5:52:57.444067
3110,558,591,2024,3,5:22:43.569190
3109,655,582,2024,1,2:00:00
3108,683,640,2024,1,2:00:00
3107,664,683,2024,1,2:00:00
3106,673,683,2024,2,2:34:49.056523
3105,632,683,2024,1,2:00:00
3104,621,683,2024,1,2:00:00
3103,677,683,2024,1,0:58:01.134104
3102,626,683,2024,2,2:58:01.134104
3101,611,683,2024,1,3:00:00
3100,682,683,2024,1,2:00:00
3099,518,683,2024,2,3:01:54.522998
3098,662,683,2024,1,3:00:00
3097,640,683,2024,1,2:00:00
3096,661,591,2024,1,2:00:00
3095,668,644,2024,1,3:00:00
3094,668,597,2024,2,5:00:40.865259
3093,627,582,2024,2,3:51:59.284654
3092,627,572,2024,1,0:08:00.715346
3091,565,582,2024,2,4:51:18.036440
3090,620,582,2024,2,2:18:06.136459
3089,584,582,2024,2,3:49:23.016178
3088,681,639,2024,3,8:34:51.970117
3087,681,592,2024,4,13:09:02.742635
3086,562,582,2024,1,1:51:54.521633
3085,643,575,2024,1,2:12:05.148381
3084,575,643,2024,1,2:12:05.148381
3083,524,643,2024,2,5:40:26.012832
3082,676,643,2024,1,2:12:35.739701
3081,583,644,2024,1,3:00:00
3080,583,597,2024,2,3:32:03.255373
3079,599,582,2024,3,9:40:41.052618
3078,627,599,2024,1,1:51:59.284654
3077,620,599,2024,1,2:00:00
3076,565,599,2024,2,1:51:18.036440
3075,584,599,2024,2,3:49:23.016178
3074,582,599,2024,3,9:40:41.052618
3073,655,599,2024,1,2:00:00
3072,675,599,2024,1,2:00:00
3071,675,582,2024,2,6:49:11.918349
3070,656,582,2024,1,2:00:00
3069,656,599,2024,2,4:00:00
3068,523,599,2024,1,2:00:00
3067,523,582,2024,1,2:00:00
3066,614,574,2024,2,6:00:00
3065,647,643,2024,3,3:37:20.121340
3064,647,644,2024,1,3:28:30.366129
3063,647,575,2024,2,3:40:26.012832
3062,568,643,2024,1,1:40:26.012832
3061,568,575,2024,1,1:40:26.012832
3060,616,643,2024,1,2:12:35.854482
3059,616,575,2024,2,5:12:05.148381
3058,529,572,2024,2,8:24:36.340821
3057,678,575,2024,2,5:18:32.208228
3056,679,643,2024,1,1:40:26.012832
3055,679,575,2024,3,3:00:45.878693
3054,679,683,2024,1,0:58:01.134104
3053,665,643,2024,1,1:40:26.012832
3052,629,575,2024,2,7:12:05.148381
3051,629,643,2024,2,4:12:35.832253
3050,669,596,2024,1,2:00:00
3049,669,574,2024,2,4:37:05.583459
3048,612,639,2024,1,2:07:35.137479
3047,612,592,2024,3,6:27:25.247070
3046,554,683,2024,4,8:00:00
3045,554,640,2024,1,2:00:00
3044,660,574,2024,1,3:00:00
3043,660,596,2024,2,5:00:00
3042,672,640,2024,3,6:27:41.502030
3041,528,683,2024,1,2:00:00
3040,528,640,2024,2,7:27:39.894513
3039,514,639,2024,1,2:07:35.166875
3038,514,592,2024,4,9:47:20.324676
3037,670,639,2024,2,4:30:41.184026
3036,670,592,2024,1,2:07:35.045874
3035,513,575,2024,5,12:35:10.992215
3034,513,643,2024,2,5:12:21.046680
3033,594,572,2024,1,2:24:36.340821
3032,627,594,2024,1,0:08:00.715346
3031,608,594,2024,1,2:24:36.340821
3030,636,594,2024,2,3:24:36.340821
3029,560,594,2024,1,2:00:00
3028,551,594,2024,2,3:24:36.340821
3027,662,594,2024,1,2:24:36.340821
3026,659,594,2024,1,2:24:36.340821
3025,536,594,2024,2,6:24:36.340821
3024,529,594,2024,2,5:24:36.340821
3023,618,594,2024,2,3:24:36.340821
3022,572,594,2024,1,2:24:36.340821
3021,613,639,2024,1,2:07:35.195385
3020,613,592,2024,1,2:07:35.045874
3019,544,582,2024,2,6:49:11.918349
3018,544,599,2024,1,2:00:00
3017,680,596,2024,2,4:00:00
3016,680,574,2024,1,3:00:00
3015,558,575,2024,3,3:26:10.760840
3014,635,644,2024,1,3:00:00
3013,635,597,2024,3,7:00:00
3012,565,683,2024,2,1:58:01.134104
3011,613,575,2024,4,12:26:10.760840
3010,613,644,2024,1,3:28:30.366129
3009,682,581,2024,1,1:00:00
3008,682,575,2024,2,5:05:43.342476
3007,520,599,2024,2,4:06:53.465195
3006,630,599,2024,3,9:22:38.912245
3005,524,599,2024,2,0:24:33.932507
3004,621,599,2024,2,2:33:15.896067
3003,684,683,2024,2,2:58:01.134104
3002,635,575,2024,5,15:12:12.121253
3001,669,575,2024,1,0:26:10.760840
3000,556,683,2024,2,4:58:01.134104
2999,654,599,2024,1,0:33:15.896067
2998,584,683,2024,2,4:00:00
2997,574,683,2024,2,3:01:54.522998
2996,518,574,2024,6,18:37:05.583459
2995,683,574,2024,2,3:01:54.522998
2994,662,574,2024,3,9:00:00
2993,611,574,2024,3,4:46:11.324062
2992,584,574,2024,2,6:00:00
2991,677,590,2024,1,3:00:00
2990,627,590,2024,1,3:00:00
2989,684,590,2024,1,3:00:00
2988,679,590,2024,5,9:25:12.656263
2987,544,575,2024,3,9:26:10.760840
2986,544,644,2024,1,3:28:30.366129
2985,657,581,2024,1,1:00:00
2984,657,575,2024,1,0:26:10.760840
2983,650,597,2024,3,7:57:24.167910
2982,552,597,2024,3,8:33:59.720838
2981,661,597,2024,2,3:00:00
2980,622,597,2024,1,3:57:24.167910
2979,666,575,2024,2,6:26:10.760840
2978,666,581,2024,1,1:00:00
2977,681,683,2024,1,0:58:01.134104
2976,681,590,2024,1,3:00:00
2975,519,575,2024,1,4:00:00
2974,659,591,2024,1,1:00:00
2973,674,591,2024,2,5:00:00
2972,675,591,2024,2,5:24:56.398110
2971,536,591,2024,4,6:00:00
2970,564,591,2024,1,1:00:00
2969,628,591,2024,2,5:00:00
2968,521,572,2024,6,9:44:08.488605
2967,656,572,2024,2,5:00:00
2966,551,572,2024,6,15:05:26.980070
2965,554,572,2024,1,1:00:00
2964,515,591,2024,6,12:19:15.866714
2963,632,581,2024,1,1:00:00
2962,614,591,2024,1,1:00:00
2961,616,644,2024,1,3:28:30.366129
2960,558,581,2024,2,2:00:00
2959,534,574,2024,11,20:11:13.923099
2958,534,683,2024,5,6:00:38.216653
2957,635,581,2024,1,1:00:00
2956,624,644,2024,2,9:00:00
2955,609,581,2024,1,1:00:00
2954,562,599,2024,2,4:58:47.986828
2953,549,599,2024,3,10:22:54.864815
2952,524,575,2024,3,8:40:26.012832
2951,525,599,2024,2,5:06:53.465195
2950,528,597,2024,2,6:00:00
2949,630,572,2024,2,6:00:00
2948,626,590,2024,4,9:53:28.600399
2947,620,575,2024,5,6:45:13.423489
2946,565,590,2024,1,3:00:00
2945,655,574,2024,1,4:00:00
2944,655,683,2024,1,3:00:00
2943,595,644,2024,1,3:00:00
2942,616,595,2024,1,3:00:00
2941,644,595,2024,1,3:00:00
2940,624,595,2024,1,3:00:00
2939,647,595,2024,1,3:00:00
2938,532,595,2024,1,3:00:00
2937,613,595,2024,1,3:00:00
2936,544,595,2024,2,4:00:00
2935,608,595,2024,1,3:00:00
2934,663,683,2024,1,3:00:00
2933,663,574,2024,2,8:00:00
2932,672,683,2024,3,5:01:54.522998
2931,672,574,2024,5,16:23:14.498318
2930,636,572,2024,4,8:24:36.340821
2929,654,575,2024,1,4:00:00
2928,618,575,2024,1,4:00:00
2927,668,575,2024,4,13:48:10.068021
2926,560,572,2024,2,4:00:00
2925,545,575,2024,1,3:00:00
2924,678,599,2024,2,2:33:37.569128
2923,591,572,2024,3,5:55:05.127472
2922,560,591,2024,2,2:36:49.021465
2921,630,591,2024,2,5:00:00
2920,521,591,2024,6,15:47:39.822366
2919,636,591,2024,2,5:00:00
2918,656,591,2024,2,7:00:00
2917,551,591,2024,4,8:22:43.569190
2916,572,591,2024,3,5:55:05.127472
2915,623,599,2024,1,1:33:37.569128
2914,634,599,2024,3,5:06:53.465195
2913,680,599,2024,2,10:56:16.481373
2912,564,596,2024,1,3:00:00
2911,515,596,2024,3,7:34:31.863814
2910,628,596,2024,1,3:00:00
2909,659,596,2024,1,3:00:00
2908,675,596,2024,1,3:00:00
2907,536,596,2024,3,9:00:00
2906,674,596,2024,2,6:00:00
2905,682,645,2024,1,3:00:00
2904,558,645,2024,1,3:00:00
2903,609,645,2024,1,3:00:00
2902,670,597,2024,2,4:57:24.167910
2901,669,595,2024,1,3:00:00
2900,669,644,2024,1,3:28:30.366129
2899,657,645,2024,1,3:00:00
2898,621,572,2024,4,9:37:26.520076
2897,621,591,2024,2,3:32:21.514086
2896,614,596,2024,2,5:00:00
2895,535,599,2024,5,10:41:23.041955
2894,517,572,2024,1,2:00:00
2893,517,591,2024,1,2:00:00
2892,542,596,2024,2,8:30:50.047516
2891,640,645,2024,1,2:00:00
2890,682,640,2024,2,5:52:57.444067
2889,657,640,2024,1,2:00:00
2888,645,640,2024,1,2:00:00
2887,558,640,2024,3,7:48:12.982735
2886,609,640,2024,2,4:00:00
2885,643,599,2024,1,0:33:37.569128
2884,599,643,2024,1,0:33:37.569128
2883,535,643,2024,1,2:00:00
2882,520,643,2024,4,9:32:09.776673
2881,678,643,2024,2,3:40:26.012832
2880,623,643,2024,1,2:00:00
2879,525,643,2024,1,2:00:00
2878,680,643,2024,3,6:56:54.108508
2877,562,643,2024,3,3:32:09.798608
2876,549,643,2024,1,2:00:00
2875,660,590,2024,1,3:00:00
2874,582,597,2024,2,4:57:24.167910
2873,597,582,2024,2,4:57:24.167910
2872,661,582,2024,1,2:00:00
2871,670,582,2024,1,3:57:24.167910
2870,622,582,2024,1,3:57:24.167910
2869,528,582,2024,3,8:30:57.462650
2868,650,582,2024,2,4:57:24.167910
2867,552,582,2024,1,3:57:24.167910
2866,556,590,2024,2,6:00:00
2865,667,597,2024,1,2:00:00
2864,667,582,2024,1,2:00:00
2863,514,594,2024,1,4:00:00
2862,539,594,2024,1,2:00:00
2861,513,594,2024,1,4:00:00
2860,554,594,2024,1,2:26:21.031030
2859,676,594,2024,1,4:00:00
2858,617,594,2024,1,4:00:00
2857,664,594,2024,1,4:00:00
2856,629,594,2024,1,4:00:00
2855,649,594,2024,2,10:00:00
2854,673,572,2024,2,7:00:00
2853,673,591,2024,3,4:34:49.056523
2852,635,640,2024,2,3:50:03.264707
2851,635,645,2024,1,3:00:00
2850,634,643,2024,1,2:00:00
2849,632,640,2024,3,7:52:57.444067
2848,632,645,2024,1,3:00:00
2847,666,640,2024,1,2:00:00
2846,666,645,2024,1,3:00:00
2845,665,575,2024,2,5:40:26.012832
2844,571,597,2024,1,3:35:04.654141
2843,571,582,2024,1,3:35:04.654141
2025,557,593,2023,1,6:00:00
2024,589,578,2023,1,6:00:00
2023,578,589,2023,1,6:00:00
2022,572,589,2023,1,6:00:00
2021,594,578,2023,1,6:00:00
2020,594,589,2023,1,6:00:00
2019,589,594,2023,1,6:00:00
2018,558,596,2023,1,6:00:00
2017,565,596,2023,1,6:00:00
2016,591,597,2023,1,6:00:00
2015,597,591,2023,1,6:00:00
2014,590,596,2023,1,6:00:00
2013,596,590,2023,1,6:00:00
2012,558,590,2023,1,6:00:00
2011,574,644,2023,1,6:00:00
2010,644,574,2023,1,6:00:00
2009,581,590,2023,1,6:00:00
2008,590,581,2023,1,6:00:00
2007,524,592,2023,1,6:00:00
2006,583,587,2023,1,2:09:07.481707
2005,573,582,2023,1,6:00:00
2004,572,593,2023,1,2:00:00
2003,597,593,2023,2,2:02:53.091720
2002,593,597,2023,2,2:02:53.091720
2001,556,594,2023,1,4:00:00
2000,581,597,2023,1,3:00:00
1999,597,581,2023,1,3:00:00
1998,596,597,2023,1,3:00:00
1997,597,596,2023,1,3:00:00
1996,525,596,2023,1,3:00:00
1995,613,598,2023,1,0:31:36.355937
1994,574,597,2023,1,3:00:00
1993,597,574,2023,1,3:00:00
1992,583,593,2023,1,2:00:00
1991,565,599,2023,1,4:00:00
1990,556,599,2023,1,4:00:00
1989,592,599,2023,1,4:00:00
1988,592,591,2023,1,4:00:00
1987,599,592,2023,1,4:00:00
1986,591,592,2023,1,4:00:00
1985,580,592,2023,1,4:00:00
1984,587,574,2023,1,3:00:00
1983,557,587,2023,1,3:00:00
1982,574,587,2023,1,3:00:00
1981,644,592,2023,2,10:00:00
1980,556,644,2023,1,4:00:00
1979,592,644,2023,2,10:00:00
1978,580,644,2023,1,4:00:00
1977,578,596,2023,1,3:00:00
1976,596,578,2023,1,3:00:00
1975,550,593,2023,2,2:02:53.091720
1974,557,596,2023,2,6:00:00
1973,582,587,2023,1,0:02:53.091720
1972,582,597,2023,2,6:02:53.091720
1971,556,582,2023,2,6:02:53.091720
1970,580,582,2023,1,0:02:53.091720
1969,587,582,2023,1,0:02:53.091720
1968,597,582,2023,2,6:02:53.091720
1967,594,591,2023,2,6:17:39.183728
1966,572,594,2023,2,8:17:39.183728
1965,591,594,2023,2,6:17:39.183728
1964,565,593,2023,1,2:00:00
1963,580,593,2023,2,2:02:53.091720
1962,574,578,2023,1,3:00:00
1961,552,594,2023,2,8:17:39.183728
1960,552,582,2023,1,2:17:39.183728
1959,549,582,2023,2,4:17:39.183728
1958,549,591,2023,1,2:17:39.183728
1957,583,578,2023,1,3:00:00
1956,583,596,2023,1,3:00:00
1955,556,593,2023,2,2:02:53.091720
1954,592,578,2023,1,3:00:00
1953,592,574,2023,2,9:00:00
1952,574,592,2023,2,9:00:00
1951,557,592,2023,2,9:00:00
1950,520,591,2023,1,2:17:39.183728
1949,554,596,2023,1,3:00:00
1948,554,578,2023,1,3:00:00
1947,581,578,2023,1,3:00:00
1946,578,581,2023,1,3:00:00
1945,580,590,2023,3,8:02:53.091720
1944,565,590,2023,2,8:00:00
1943,587,590,2023,2,2:02:53.091720
1942,587,593,2023,2,2:02:53.091720
1941,590,587,2023,2,2:02:53.091720
1940,524,587,2023,2,5:00:00
1939,565,587,2023,1,2:00:00
1938,593,587,2023,2,2:02:53.091720
1937,525,587,2023,3,11:00:00
1936,562,581,2023,1,2:00:00
1935,562,578,2023,1,2:00:00
1934,527,589,2023,1,4:00:00
1933,559,589,2023,2,10:00:00
1932,635,589,2023,1,4:00:00
1931,521,589,2023,1,4:00:00
1930,599,594,2023,2,6:17:39.183728
1929,549,599,2023,1,2:17:39.183728
1928,594,599,2023,2,6:17:39.183728
1927,644,582,2023,1,2:17:39.183728
1926,644,594,2023,2,6:17:39.183728
1925,582,644,2023,1,2:17:39.183728
1924,550,644,2023,1,2:17:39.183728
1923,549,644,2023,1,2:17:39.183728
1922,594,644,2023,2,6:17:39.183728
1921,566,598,2023,1,0:31:36.355937
1920,629,598,2023,1,0:31:36.355937
1919,551,598,2023,1,0:31:36.355937
1918,565,639,2023,1,1:02:58.163347
1917,616,598,2023,1,2:00:00
1916,584,575,2023,1,0:00:03.634828
1915,519,575,2023,1,1:00:00
1914,565,589,2023,1,1:02:58.163347
1913,534,595,2023,1,0:01:25.585501
1912,613,595,2023,1,1:58:07.595699
1911,628,595,2023,1,1:57:50.222855
1910,615,639,2023,1,4:00:00
1909,623,595,2023,1,0:01:25.585501
1908,552,595,2023,1,0:01:25.585501
1907,563,595,2023,1,1:00:00
1906,597,639,2023,1,4:00:00
1905,639,597,2023,1,4:00:00
1904,615,597,2023,1,4:00:00
1903,583,595,2023,1,1:58:31.914760
1902,644,595,2023,1,0:01:25.585501
1901,595,644,2023,1,0:01:25.585501
1900,591,595,2023,1,0:01:25.585501
1899,583,591,2023,1,0:01:28.085240
1898,595,591,2023,1,0:01:25.585501
1897,589,639,2023,1,4:00:00
1896,589,597,2023,1,4:00:00
1895,639,589,2023,1,4:00:00
1894,597,589,2023,1,4:00:00
1893,588,639,2023,1,4:00:00
1892,588,597,2023,1,4:00:00
1891,571,644,2023,1,0:49:09.732096
1890,599,595,2023,1,0:01:25.585501
1889,595,599,2023,1,0:01:25.585501
1888,571,599,2023,1,0:49:09.732096
1887,592,598,2023,1,2:00:00
1886,598,592,2023,1,2:00:00
1885,574,598,2023,1,0:02:03.316191
1884,574,595,2023,1,1:57:56.683809
1883,598,574,2023,1,0:02:03.316191
1882,571,574,2023,1,0:02:03.316191
1881,595,574,2023,1,1:57:56.683809
1880,593,644,2023,1,6:00:00
1879,593,599,2023,1,0:49:09.732096
1878,593,598,2023,1,1:00:00
1877,628,593,2023,1,0:49:09.732096
1876,644,593,2023,1,6:00:00
1875,599,593,2023,1,0:49:09.732096
1874,598,593,2023,1,1:00:00
1873,571,593,2023,1,1:00:00
1872,615,593,2023,1,0:00:42.167723
1871,637,593,2023,1,0:00:42.167723
1870,565,594,2023,1,4:00:00
1869,632,594,2023,1,2:00:00
1868,582,594,2023,1,2:17:39.183728
1867,617,582,2023,1,1:00:00
1866,536,582,2023,1,2:00:00
1865,594,582,2023,1,2:17:39.183728
1864,565,582,2023,1,2:00:00
1863,547,582,2023,1,2:00:00
1862,513,582,2023,2,4:00:00
1861,581,593,2023,1,1:00:00
1860,616,581,2023,1,1:13:35.936314
1859,593,581,2023,1,1:00:00
1858,519,578,2023,1,1:06:40.706641
1857,580,578,2023,1,1:06:40.706641
1856,632,578,2023,1,2:00:00
1855,553,598,2023,1,0:31:36.355937
1854,572,578,2023,1,1:06:40.706641
1853,557,578,2023,2,3:06:40.706641
1852,556,598,2023,1,2:00:00
1851,559,599,2023,1,0:01:43.419473
1850,559,591,2023,1,0:01:43.419473
1849,554,644,2023,1,0:49:09.732096
1848,554,598,2023,1,1:00:00
1847,554,581,2023,2,5:00:00
1846,554,574,2023,2,3:02:03.316191
1845,514,578,2023,1,2:00:00
1844,596,581,2023,3,12:00:00
1843,596,592,2023,2,4:00:00
1842,581,596,2023,3,12:00:00
1841,566,596,2023,1,0:01:40.739388
1840,592,596,2023,2,4:00:00
1839,518,582,2023,1,2:00:00
1838,524,593,2023,2,8:00:00
1837,524,595,2023,1,0:01:25.585501
1836,524,644,2023,2,7:00:00
1835,549,598,2023,1,2:00:00
1834,587,598,2023,1,2:00:00
1833,587,592,2023,1,3:00:00
1832,587,581,2023,1,3:00:00
1831,598,587,2023,1,2:00:00
1830,592,587,2023,1,3:00:00
1829,634,587,2023,1,3:00:00
1828,616,587,2023,1,3:00:00
1827,549,587,2023,1,3:00:00
1826,581,587,2023,1,3:00:00
1825,521,587,2023,1,2:00:00
1824,550,581,2023,1,2:00:00
1823,550,598,2023,1,2:00:00
1822,584,589,2023,3,3:59:56.365172
1821,584,639,2023,3,3:59:56.365172
1820,584,594,2023,1,2:00:00
1819,611,575,2023,1,2:00:00
1818,611,582,2023,1,1:00:00
1817,551,592,2023,1,0:02:07.140425
1816,551,587,2023,1,0:02:07.140425
1815,551,595,2023,1,1:57:52.859575
1814,551,596,2023,1,0:02:07.140425
1813,528,589,2023,1,4:00:00
1812,528,639,2023,1,4:00:00
1811,528,597,2023,1,4:00:00
1810,562,589,2023,1,4:00:00
1809,562,593,2023,2,2:00:42.167723
1808,562,597,2023,1,4:00:00
1807,573,597,2023,2,7:00:00
1806,573,639,2023,1,1:00:00
1805,525,598,2023,1,0:01:55.175923
1804,525,593,2023,2,2:01:55.175923
1803,525,581,2023,2,3:01:55.175923
1802,525,595,2023,1,1:58:04.824077
1801,590,597,2023,3,2:32:30.762443
1800,597,590,2023,3,2:32:30.762443
1799,550,596,2023,1,3:00:00
1798,550,592,2023,1,3:00:00
1797,550,587,2023,1,0:02:53.091720
1796,527,594,2023,1,2:00:00
1795,553,587,2023,2,2:02:53.091720
1794,544,598,2023,1,1:00:00
1793,563,574,2023,2,1:02:03.316191
1792,625,593,2023,1,1:00:00
1791,620,598,2023,2,1:31:36.355937
1790,619,575,2023,1,2:00:00
1789,591,644,2023,3,7:17:39.183728
1788,644,591,2023,3,7:17:39.183728
1787,623,591,2023,1,1:00:00
1786,525,574,2023,4,6:59:51.859732
1785,613,574,2023,2,3:57:56.683809
1784,559,574,2023,2,3:57:56.683809
1783,595,590,2023,1,0:00:09.998366
1782,528,595,2023,1,0:00:09.998366
1781,637,595,2023,1,0:00:09.998366
1780,573,595,2023,1,0:00:09.998366
1779,590,595,2023,1,0:00:09.998366
1778,549,592,2023,1,1:00:00
1777,616,592,2023,1,1:00:00
1776,583,574,2023,3,6:57:56.683809
1775,566,574,2023,2,3:57:56.683809
1774,519,597,2023,1,1:06:40.706641
1773,580,597,2023,3,3:09:33.798361
1772,572,597,2023,1,1:06:40.706641
1771,626,597,2023,1,1:06:40.706641
1770,548,578,2023,1,1:06:40.706641
1769,548,597,2023,1,1:06:40.706641
1768,520,590,2023,2,2:15:05.254094
1767,637,590,2023,1,2:12:12.162374
1766,573,590,2023,1,2:12:12.162374
1765,586,590,2023,2,0:41:18.731409
1764,619,582,2023,1,2:00:00
1763,609,582,2023,1,0:06:19.463180
1762,559,582,2023,1,0:06:19.463180
1761,583,582,2023,1,2:00:00
1760,572,582,2023,2,4:17:39.183728
1759,584,578,2023,1,2:00:00
1758,623,578,2023,1,2:00:00
1757,637,578,2023,1,2:00:00
1756,515,578,2023,2,3:06:40.706641
1755,527,578,2023,1,2:00:00
1754,565,591,2023,1,4:00:00
1753,597,578,2023,2,3:06:40.706641
1752,623,597,2023,1,2:00:00
1751,578,597,2023,2,3:06:40.706641
1750,515,597,2023,2,3:06:40.706641
1749,584,597,2023,4,5:59:56.365172
1748,527,597,2023,1,2:00:00
1747,637,597,2023,2,6:00:00
1746,556,581,2023,1,1:13:35.936314
1745,525,597,2023,3,7:00:00
1744,562,596,2023,2,4:00:00
1743,617,596,2023,1,3:00:00
1742,548,574,2023,1,2:00:00
1741,625,578,2023,1,2:00:00
1740,625,597,2023,1,2:00:00
1739,553,589,2023,1,1:00:00
1738,573,589,2023,2,2:00:00
1737,542,589,2023,1,1:00:00
1736,524,591,2023,2,3:00:00
1735,518,593,2023,1,3:00:00
1734,553,593,2023,3,5:02:53.091720
1733,602,598,2023,1,1:00:00
1732,595,598,2023,1,1:00:00
1731,598,595,2023,1,1:00:00
1730,602,595,2023,1,1:00:00
1729,535,581,2023,1,2:00:00
1728,592,589,2023,1,1:00:00
1727,589,592,2023,1,1:00:00
1726,601,598,2023,1,1:00:00
1725,601,595,2023,1,1:00:00
1724,603,598,2023,1,1:00:00
1723,603,595,2023,1,1:00:00
1722,615,575,2023,1,2:00:00
1721,552,596,2023,2,6:00:00
1720,560,598,2023,1,1:00:00
1719,560,595,2023,1,1:00:00
1718,557,590,2023,1,2:00:00
1717,532,590,2023,2,4:12:12.162374
1716,616,590,2023,1,2:00:00
1715,563,590,2023,1,2:00:00
1714,550,590,2023,2,2:02:53.091720
1713,549,590,2023,1,2:00:00
1712,592,593,2023,2,9:00:00
1711,573,592,2023,1,3:00:00
1710,593,592,2023,2,9:00:00
1709,562,587,2023,1,2:00:00
1708,552,587,2023,2,6:00:00
1707,519,587,2023,1,3:00:00
1706,617,587,2023,1,3:00:00
1705,629,575,2023,2,4:00:00
1704,545,596,2023,1,2:01:51.485207
1703,545,587,2023,1,2:01:51.485207
1702,599,639,2023,1,2:08:23.723470
1701,639,599,2023,1,2:08:23.723470
1700,628,599,2023,2,0:51:19.509241
1699,609,599,2023,1,2:08:23.723470
1698,559,598,2023,1,3:49:56.545870
1697,634,598,2023,1,3:49:56.545870
1696,605,598,2023,1,2:49:56.545870
1695,594,598,2023,1,1:27:10.999455
1694,598,594,2023,1,1:27:10.999455
1693,536,594,2023,1,1:27:10.999455
1692,559,594,2023,2,7:27:10.999455
